CTE|ELT86964.1	K05030
CTE|ELU03287.1	K17813
CTE|ELU03290.1	K10752
CTE|ELU03291.1	K20068
CTE|ELU03292.1	K20068
CTE|ELU03293.1	K11997
CTE|ELU03295.1	K00626
CTE|ELU03296.1	K21435
CTE|ELU03300.1	K17345
CTE|ELU03303.1	K11175
CTE|ELU03304.1	K17339
CTE|ELU03305.1	K02599
CTE|ELU03307.1	K09998
CTE|ELU03308.1	K14620
CTE|ELU03309.1	K10520
CTE|ELU03310.1	K02123
CTE|ELU03314.1	K01835
CTE|ELU03315.1	K04372
CTE|ELU03316.1	K12841
CTE|ELU03318.1	K09398
CTE|ELU03321.1	K17541
CTE|ELU03322.1	K17541
CTE|ELU03323.1	K04459
CTE|ELU03325.1	K05614
CTE|ELU03326.1	K13054
CTE|ELU03330.1	K20655
CTE|ELU03331.1	K20655
CTE|ELU03332.1	K20655
CTE|ELU03334.1	K11980
CTE|ELU03336.1	K08149
CTE|ELU03337.1	K00569
CTE|ELU03342.1	K08344
CTE|ELU03344.1	K11252
CTE|ELU03345.1	K00874
CTE|ELU03346.1	K01625
CTE|ELU03349.1	K10450
CTE|ELU03350.1	K11600
CTE|ELU03352.1	K15687
CTE|ELU03354.1	K05694
CTE|ELU03359.1	K15687
CTE|ELU03360.1	K17342
CTE|ELU03361.1	K17495
CTE|ELU03365.1	K13221
CTE|ELU03366.1	K14943
CTE|ELU03367.1	K15277
CTE|ELU03368.1	K11262
CTE|ELU03372.1	K10798
CTE|ELU03374.1	K02137
CTE|ELU03375.1	K01183
CTE|ELU03378.1	K03327
CTE|ELU03381.1	K00753
CTE|ELU03386.1	K05720
CTE|ELU03389.1	K10470
CTE|ELU03390.1	K04284
CTE|ELU03392.1	K09624
CTE|ELU03396.1	K11253
CTE|ELU03397.1	K11254
CTE|ELU03398.1	K11275
CTE|ELU03400.1	K00764
CTE|ELU03401.1	K01587
CTE|ELU03406.1	K11997
CTE|ELU03407.1	K17544
CTE|ELU03410.1	K15437
CTE|ELU03411.1	K10260
CTE|ELU03414.1	K09506
CTE|ELU03415.1	K20166
CTE|ELU03416.1	K08517
CTE|ELU03417.1	K03007
CTE|ELU03422.1	K17759
CTE|ELU03423.1	K04373
CTE|ELU03424.1	K07636
CTE|ELU03425.1	K06756
CTE|ELU03426.1	K02314
CTE|ELU03428.1	K07376
CTE|ELU03431.1	K22858
CTE|ELU03433.1	K10841
CTE|ELU03437.1	K18443
CTE|ELU03438.1	K05759
CTE|ELU03439.1	K16911
CTE|ELU03440.1	K14859
CTE|ELU03441.1	K06689
CTE|ELU03447.1	K20642
CTE|ELU03448.1	K20642
CTE|ELU03449.1	K00600
CTE|ELU03450.1	K11463
CTE|ELU03452.1	K02267
CTE|ELU03453.1	K02267
CTE|ELU03455.1	K21988
CTE|ELU03458.1	K04712
CTE|ELU03462.1	K03424
CTE|ELU03465.1	K01092
CTE|ELU03473.1	K04977
CTE|ELU03478.1	K08830
CTE|ELU03479.1	K05858
CTE|ELU03480.1	K04984
CTE|ELU03482.1	K05120
CTE|ELU03489.1	K09034
CTE|ELU03491.1	K09032
CTE|ELU03492.1	K09031
CTE|ELU03494.1	K01476
CTE|ELU03495.1	K12592
CTE|ELU03496.1	K22045
CTE|ELU03497.1	K03327
CTE|ELU03499.1	K12834
CTE|ELU03501.1	K00145
CTE|ELU03502.1	K00604
CTE|ELU03503.1	K06689
CTE|ELU03507.1	K00252
CTE|ELU03509.1	K13289
CTE|ELU03516.1	K10446
CTE|ELU03517.1	K01265
CTE|ELU03518.1	K21347
CTE|ELU03519.1	K01858
CTE|ELU03522.1	K00898
CTE|ELU03524.1	K04808
CTE|ELU03526.1	K17495
CTE|ELU03532.1	K02907
CTE|ELU03537.1	K12323
CTE|ELU03538.1	K12323
CTE|ELU03539.1	K08106
CTE|ELU03543.1	K12323
CTE|ELU03550.1	K04215
CTE|ELU03552.1	K09881
CTE|ELU03553.1	K08680
CTE|ELU03560.1	K06901
CTE|ELU03562.1	K18407
CTE|ELU03563.1	K17552
CTE|ELU03565.1	K00078
CTE|ELU03567.1	K10758
CTE|ELU03569.1	K08428
CTE|ELU03571.1	K22804
CTE|ELU03576.1	K03833
CTE|ELU03582.1	K20876
CTE|ELU03583.1	K14617
CTE|ELU03587.1	K02685
CTE|ELU03588.1	K14823
CTE|ELU03589.1	K14302
CTE|ELU03590.1	K02892
CTE|ELU03593.1	K02996
CTE|ELU03594.1	K14769
CTE|ELU03597.1	K09365
CTE|ELU03598.1	K22755
CTE|ELU03604.1	K09408
CTE|ELU03607.1	K13341
CTE|ELU03608.1	K19375
CTE|ELU03609.1	K11462
CTE|ELU03615.1	K14191
CTE|ELU03616.1	K11664
CTE|ELU03617.1	K16724
CTE|ELU03618.1	K15169
CTE|ELU03619.1	K01365
CTE|ELU03620.1	K11275
CTE|ELU03623.1	K04427
CTE|ELU03625.1	K09067
CTE|ELU03627.1	K02354
CTE|ELU03634.1	K12323
CTE|ELU03635.1	K11405
CTE|ELU03638.1	K00228
CTE|ELU03639.1	K08518
CTE|ELU03640.1	K01937
CTE|ELU03642.1	K06766
CTE|ELU03643.1	K13089
CTE|ELU03644.1	K14165
CTE|ELU03646.1	K01053
CTE|ELU03647.1	K14648
CTE|ELU03648.1	K21403
CTE|ELU03651.1	K00940
CTE|ELU03653.1	K01468
CTE|ELU03654.1	K17495
CTE|ELU03655.1	K14573
CTE|ELU03658.1	K03307
CTE|ELU03661.1	K02346
CTE|ELU03662.1	K22544
CTE|ELU03667.1	K11422
CTE|ELU03669.1	K06233
CTE|ELU03670.1	K14342
CTE|ELU03675.1	K17495
CTE|ELU03676.1	K17495
CTE|ELU03677.1	K17495
CTE|ELU03678.1	K12571
CTE|ELU03682.1	K04988
CTE|ELU03683.1	K01025
CTE|ELU03685.1	K00699
CTE|ELU03692.1	K04585
CTE|ELU03699.1	K02599
CTE|ELU03703.1	K04150
CTE|ELU03705.1	K03678
CTE|ELU03710.1	K13800
CTE|ELU03711.1	K09172
CTE|ELU03712.1	K00432
CTE|ELU03713.1	K20280
CTE|ELU03714.1	K01681
CTE|ELU03719.1	K15712
CTE|ELU03722.1	K13304
CTE|ELU03730.1	K05286
CTE|ELU03731.1	K08133
CTE|ELU03736.1	K16498
CTE|ELU03743.1	K09930
CTE|ELU03745.1	K18032
CTE|ELU03747.1	K03111
CTE|ELU03752.1	K06115
CTE|ELU03753.1	K13168
CTE|ELU03755.1	K06052
CTE|ELU03756.1	K12826
CTE|ELU03758.1	K07560
CTE|ELU03759.1	K08550
CTE|ELU03763.1	K20364
CTE|ELU03765.1	K00288
CTE|ELU03767.1	K14289
CTE|ELU03771.1	K08657
CTE|ELU03774.1	K00868
CTE|ELU03776.1	K08991
CTE|ELU03779.1	K06934
CTE|ELU03781.1	K03637
CTE|ELU03788.1	K01883
CTE|ELU03793.1	K06959
CTE|ELU03805.1	K11861
CTE|ELU03807.1	K05693
CTE|ELU03809.1	K13912
CTE|ELU03811.1	K14391
CTE|ELU03813.1	K12383
CTE|ELU03814.1	K10314
CTE|ELU03816.1	K14347
CTE|ELU03819.1	K04221
CTE|ELU03820.1	K06584
CTE|ELU03822.1	K12035
CTE|ELU03823.1	K10284
CTE|ELU03835.1	K04562
CTE|ELU03840.1	K10773
CTE|ELU03841.1	K08301
CTE|ELU03843.1	K09353
CTE|ELU03844.1	K09353
CTE|ELU03846.1	K04453
CTE|ELU03850.1	K17925
CTE|ELU03851.1	K08011
CTE|ELU03853.1	K14387
CTE|ELU03854.1	K08155
CTE|ELU03856.1	K01106
CTE|ELU03860.1	K14794
CTE|ELU03861.1	K04160
CTE|ELU03863.1	K16473
CTE|ELU03864.1	K15074
CTE|ELU03877.1	K03737
CTE|ELU03878.1	K00357
CTE|ELU03879.1	K07375
CTE|ELU03880.1	K01878
CTE|ELU03882.1	K01585
CTE|ELU03891.1	K10611
CTE|ELU03893.1	K05198
CTE|ELU03894.1	K04950
CTE|ELU03898.1	K20685
CTE|ELU03899.1	K20685
CTE|ELU03901.1	K08189
CTE|ELU03904.1	K05038
CTE|ELU03905.1	K01136
CTE|ELU03907.1	K14342
CTE|ELU03908.1	K10444
CTE|ELU03914.1	K11252
CTE|ELU03915.1	K01077
CTE|ELU03916.1	K02016
CTE|ELU03930.1	K09322
CTE|ELU03934.1	K11599
CTE|ELU03935.1	K18625
CTE|ELU03937.1	K06173
CTE|ELU03938.1	K11854
CTE|ELU03941.1	K05694
CTE|ELU03952.1	K01222
CTE|ELU03955.1	K05635
CTE|ELU03956.1	K16011
CTE|ELU03957.1	K01469
CTE|ELU03959.1	K01139
CTE|ELU03960.1	K10403
CTE|ELU03961.1	K03308
CTE|ELU03962.1	K00324
CTE|ELU03964.1	K01092
CTE|ELU03967.1	K01017
CTE|ELU03972.1	K10847
CTE|ELU03976.1	K00965
CTE|ELU03977.1	K17279
CTE|ELU03978.1	K06855
CTE|ELU03982.1	K14620
CTE|ELU03985.1	K14620
CTE|ELU03986.1	K15686
CTE|ELU03987.1	K20288
CTE|ELU03988.1	K17108
CTE|ELU03991.1	K11590
CTE|ELU03992.1	K11806
CTE|ELU03995.1	K10635
CTE|ELU03998.1	K08104
CTE|ELU04000.1	K08133
CTE|ELU04012.1	K00742
CTE|ELU04015.1	K17307
CTE|ELU04023.1	K21912
CTE|ELU04025.1	K04874
CTE|ELU04026.1	K00444
CTE|ELU04030.1	K06068
CTE|ELU04031.1	K15341
CTE|ELU04032.1	K22610
CTE|ELU04047.1	K00641
CTE|ELU04050.1	K20804
CTE|ELU04051.1	K13989
CTE|ELU04052.1	K19201
CTE|ELU04053.1	K09598
CTE|ELU04055.1	K17431
CTE|ELU04057.1	K07304
CTE|ELU04058.1	K03255
CTE|ELU04059.1	K11997
CTE|ELU04060.1	K18723
CTE|ELU04063.1	K22037
CTE|ELU04071.1	K13128
CTE|ELU04074.1	K08470
CTE|ELU04077.1	K11862
CTE|ELU04079.1	K05030
CTE|ELU04080.1	K05030
CTE|ELU04081.1	K19636
CTE|ELU04082.1	K05099
CTE|ELU04083.1	K02183
CTE|ELU04085.1	K01594
CTE|ELU04090.1	K12323
CTE|ELU04091.1	K12323
CTE|ELU04097.1	K20072
CTE|ELU04098.1	K06989
CTE|ELU04100.1	K05038
CTE|ELU04101.1	K16302
CTE|ELU04102.1	K08669
CTE|ELU04103.1	K11488
CTE|ELU04105.1	K13347
CTE|ELU04107.1	K09103
CTE|ELU04109.1	K06532
CTE|ELU04111.1	K20775
CTE|ELU04112.1	K13884
CTE|ELU04120.1	K16896
CTE|ELU04122.1	K16904
CTE|ELU04123.1	K03941
CTE|ELU04124.1	K13345
CTE|ELU04125.1	K12392
CTE|ELU04126.1	K00472
CTE|ELU04127.1	K00472
CTE|ELU04132.1	K06252
CTE|ELU04136.1	K09349
CTE|ELU04137.1	K09349
CTE|ELU04138.1	K12259
CTE|ELU04140.1	K08462
CTE|ELU04144.1	K00718
CTE|ELU04146.1	K10329
CTE|ELU04149.1	K08064
CTE|ELU04151.1	K15173
CTE|ELU04153.1	K04255
CTE|ELU04155.1	K12232
CTE|ELU04156.1	K14638
CTE|ELU04157.1	K15279
CTE|ELU04158.1	K11424
CTE|ELU04159.1	K12301
CTE|ELU04165.1	K00387
CTE|ELU04167.1	K03648
CTE|ELU04168.1	K04527
CTE|ELU04176.1	K17387
CTE|ELU04179.1	K09250
CTE|ELU04180.1	K05203
CTE|ELU04183.1	K03125
CTE|ELU04184.1	K01939
CTE|ELU04185.1	K03106
CTE|ELU04186.1	K05849
CTE|ELU04193.1	K19937
CTE|ELU04196.1	K11832
CTE|ELU04199.1	K11577
CTE|ELU04200.1	K22195
CTE|ELU04201.1	K22371
CTE|ELU04203.1	K05546
CTE|ELU04204.1	K10443
CTE|ELU04206.1	K16666
CTE|ELU04207.1	K07039
CTE|ELU04209.1	K00927
CTE|ELU04213.1	K00812
CTE|ELU04216.1	K03321
CTE|ELU04219.1	K15503
CTE|ELU04220.1	K11853
CTE|ELU04221.1	K15123
CTE|ELU04222.1	K14379
CTE|ELU04224.1	K08069
CTE|ELU04230.1	K22942
CTE|ELU04231.1	K10746
CTE|ELU04232.1	K15128
CTE|ELU04233.1	K10348
CTE|ELU04236.1	K01135
CTE|ELU04237.1	K10478
CTE|ELU04238.1	K15196
CTE|ELU04239.1	K10447
CTE|ELU04240.1	K05657
CTE|ELU04242.1	K03064
CTE|ELU04244.1	K02321
CTE|ELU04246.1	K03872
CTE|ELU04249.1	K11885
CTE|ELU04250.1	K14709
CTE|ELU04251.1	K02410
CTE|ELU04254.1	K11322
CTE|ELU04259.1	K01360
CTE|ELU04267.1	K08029
CTE|ELU04268.1	K08029
CTE|ELU04270.1	K05312
CTE|ELU04274.1	K06070
CTE|ELU04275.1	K21407
CTE|ELU04276.1	K03122
CTE|ELU04277.1	K03122
CTE|ELU04278.1	K10251
CTE|ELU04285.1	K02183
CTE|ELU04287.1	K00718
CTE|ELU04292.1	K15152
CTE|ELU04293.1	K00727
CTE|ELU04294.1	K07739
CTE|ELU04298.1	K19737
CTE|ELU04300.1	K17341
CTE|ELU04301.1	K11273
CTE|ELU04302.1	K11267
CTE|ELU04303.1	K15720
CTE|ELU04304.1	K15720
CTE|ELU04306.1	K00488
CTE|ELU04310.1	K03844
CTE|ELU04312.1	K17686
CTE|ELU04313.1	K15708
CTE|ELU04315.1	K12374
CTE|ELU04317.1	K03327
CTE|ELU04320.1	K03327
CTE|ELU04321.1	K03327
CTE|ELU04324.1	K19283
CTE|ELU04325.1	K05012
CTE|ELU04329.1	K18757
CTE|ELU04330.1	K18757
CTE|ELU04331.1	K03872
CTE|ELU04333.1	K17214
CTE|ELU04339.1	K14445
CTE|ELU04346.1	K00758
CTE|ELU04347.1	K13855
CTE|ELU04348.1	K13856
CTE|ELU04349.1	K01136
CTE|ELU04351.1	K03103
CTE|ELU04354.1	K06103
CTE|ELU04357.1	K12164
CTE|ELU04362.1	K05312
CTE|ELU04363.1	K05312
CTE|ELU04364.1	K05312
CTE|ELU04368.1	K01336
CTE|ELU04377.1	K05349
CTE|ELU04382.1	K10414
CTE|ELU04383.1	K07588
CTE|ELU04384.1	K03193
CTE|ELU04386.1	K07127
CTE|ELU04387.1	K00825
CTE|ELU04388.1	K15698
CTE|ELU04389.1	K12795
CTE|ELU04390.1	K16498
CTE|ELU04391.1	K05194
CTE|ELU04392.1	K00933
CTE|ELU04395.1	K01836
CTE|ELU04397.1	K01285
CTE|ELU04398.1	K05749
CTE|ELU04400.1	K15683
CTE|ELU04404.1	K00106
CTE|ELU04407.1	K06699
CTE|ELU04409.1	K17421
CTE|ELU04419.1	K20030
CTE|ELU04422.1	K00718
CTE|ELU04426.1	K14834
CTE|ELU04427.1	K22745
CTE|ELU04428.1	K07937
CTE|ELU04430.1	K05313
CTE|ELU04432.1	K01563
CTE|ELU04434.1	K08024
CTE|ELU04435.1	K15259
CTE|ELU04438.1	K02038
CTE|ELU04441.1	K09774
CTE|ELU04442.1	K18629
CTE|ELU04453.1	K05360
CTE|ELU04455.1	K01315
CTE|ELU04457.1	K13344
CTE|ELU04458.1	K02993
CTE|ELU04459.1	K03872
CTE|ELU04460.1	K03469
CTE|ELU04462.1	K19553
CTE|ELU04463.1	K07515
CTE|ELU04464.1	K07509
CTE|ELU04465.1	K06781
CTE|ELU04466.1	K05658
CTE|ELU04467.1	K13336
CTE|ELU04469.1	K04267
CTE|ELU04474.1	K01024
CTE|ELU04479.1	K11254
CTE|ELU04481.1	K02536
CTE|ELU04493.1	K09668
CTE|ELU04494.1	K09668
CTE|ELU04497.1	K09668
CTE|ELU04498.1	K09668
CTE|ELU04504.1	K11716
CTE|ELU04506.1	K07937
CTE|ELU04509.1	K01441
CTE|ELU04510.1	K02324
CTE|ELU04529.1	K16686
CTE|ELU04530.1	K19756
CTE|ELU04531.1	K00717
CTE|ELU04533.1	K15109
CTE|ELU04534.1	K15109
CTE|ELU04538.1	K17496
CTE|ELU04539.1	K06051
CTE|ELU04540.1	K07232
CTE|ELU04541.1	K11665
CTE|ELU04543.1	K12893
CTE|ELU04547.1	K09254
CTE|ELU04548.1	K22560
CTE|ELU04551.1	K16586
CTE|ELU04557.1	K02871
CTE|ELU04558.1	K08131
CTE|ELU04560.1	K11268
CTE|ELU04561.1	K00511
CTE|ELU04562.1	K19681
CTE|ELU04565.1	K13093
CTE|ELU04568.1	K12827
CTE|ELU04569.1	K21871
CTE|ELU04573.1	K02295
CTE|ELU04578.1	K15456
CTE|ELU04579.1	K01520
CTE|ELU04585.1	K14445
CTE|ELU04586.1	K16449
CTE|ELU04594.1	K01315
CTE|ELU04597.1	K09563
CTE|ELU04599.1	K10305
CTE|ELU04600.1	K10305
CTE|ELU04601.1	K04448
CTE|ELU04603.1	K08963
CTE|ELU04605.1	K09377
CTE|ELU04607.1	K20349
CTE|ELU04608.1	K01136
CTE|ELU04611.1	K01487
CTE|ELU04618.1	K09680
CTE|ELU04623.1	K01641
CTE|ELU04624.1	K16487
CTE|ELU04626.1	K05693
CTE|ELU04627.1	K08875
CTE|ELU04628.1	K17499
CTE|ELU04629.1	K18160
CTE|ELU04630.1	K09935
CTE|ELU04631.1	K14315
CTE|ELU04634.1	K09232
CTE|ELU04638.1	K05038
CTE|ELU04642.1	K09275
CTE|ELU04643.1	K12818
CTE|ELU04645.1	K11647
CTE|ELU04646.1	K08059
CTE|ELU04648.1	K12386
CTE|ELU04649.1	K04874
CTE|ELU04657.1	K05770
CTE|ELU04658.1	K14439
CTE|ELU04661.1	K12351
CTE|ELU04662.1	K03927
CTE|ELU04663.1	K03927
CTE|ELU04665.1	K19947
CTE|ELU04666.1	K19947
CTE|ELU04667.1	K09391
CTE|ELU04675.1	K13247
CTE|ELU04676.1	K21813
CTE|ELU04678.1	K08765
CTE|ELU04680.1	K07432
CTE|ELU04682.1	K00281
CTE|ELU04683.1	K01411
CTE|ELU04686.1	K00831
CTE|ELU04687.1	K21138
CTE|ELU04688.1	K16641
CTE|ELU04689.1	K20049
CTE|ELU04693.1	K18595
CTE|ELU04694.1	K06624
CTE|ELU04696.1	K04926
CTE|ELU04698.1	K08681
CTE|ELU04699.1	K06215
CTE|ELU04701.1	K11887
CTE|ELU04704.1	K01128
CTE|ELU04705.1	K03145
CTE|ELU04706.1	K20058
CTE|ELU04709.1	K08811
CTE|ELU04710.1	K08288
CTE|ELU04712.1	K07903
CTE|ELU04713.1	K10250
CTE|ELU04714.1	K03963
CTE|ELU04715.1	K20877
CTE|ELU04719.1	K02981
CTE|ELU04722.1	K14620
CTE|ELU04723.1	K02186
CTE|ELU04725.1	K01565
CTE|ELU04726.1	K14708
CTE|ELU04728.1	K12182
CTE|ELU04731.1	K13578
CTE|ELU04732.1	K14946
CTE|ELU04738.1	K01022
CTE|ELU04739.1	K04745
CTE|ELU04744.1	K08106
CTE|ELU04745.1	K02662
CTE|ELU04747.1	K03701
CTE|ELU04750.1	K04571
CTE|ELU04755.1	K05312
CTE|ELU04756.1	K04527
CTE|ELU04777.1	K02599
CTE|ELU04778.1	K13696
CTE|ELU04784.1	K22190
CTE|ELU04788.1	K11252
CTE|ELU04789.1	K11254
CTE|ELU04790.1	K11253
CTE|ELU04791.1	K19671
CTE|ELU04792.1	K08106
CTE|ELU04794.1	K03193
CTE|ELU04795.1	K05175
CTE|ELU04796.1	K10470
CTE|ELU04802.1	K09228
CTE|ELU04805.1	K05051
CTE|ELU04806.1	K18405
CTE|ELU04811.1	K09057
CTE|ELU04813.1	K04131
CTE|ELU04815.1	K03851
CTE|ELU04816.1	K11671
CTE|ELU04818.1	K01961
CTE|ELU04823.1	K00799
CTE|ELU04824.1	K03454
CTE|ELU04825.1	K04463
CTE|ELU04828.1	K14683
CTE|ELU04831.1	K08675
CTE|ELU04838.1	K00914
CTE|ELU04840.1	K03234
CTE|ELU04842.1	K08467
CTE|ELU04856.1	K01116
CTE|ELU04857.1	K09276
CTE|ELU04858.1	K10177
CTE|ELU04860.1	K22182
CTE|ELU04863.1	K10159
CTE|ELU04864.1	K21912
CTE|ELU04866.1	K12323
CTE|ELU04868.1	K11851
CTE|ELU04869.1	K04442
CTE|ELU04876.1	K06532
CTE|ELU04879.1	K12323
CTE|ELU04883.1	K11275
CTE|ELU04884.1	K16848
CTE|ELU04885.1	K02186
CTE|ELU04886.1	K06966
CTE|ELU04892.1	K14004
CTE|ELU04893.1	K10798
CTE|ELU04898.1	K17108
CTE|ELU04904.1	K16600
CTE|ELU04906.1	K14567
CTE|ELU04919.1	K12233
CTE|ELU04920.1	K12463
CTE|ELU04921.1	K11795
CTE|ELU04922.1	K18798
CTE|ELU04923.1	K11436
CTE|ELU04927.1	K01115
CTE|ELU04944.1	K09228
CTE|ELU04946.1	K01376
CTE|ELU04947.1	K10573
CTE|ELU04949.1	K17887
CTE|ELU04950.1	K16498
CTE|ELU04951.1	K16499
CTE|ELU04952.1	K05038
CTE|ELU04955.1	K19572
CTE|ELU04956.1	K17341
CTE|ELU04964.1	K16498
CTE|ELU04965.1	K16499
CTE|ELU04968.1	K15255
CTE|ELU04972.1	K11251
CTE|ELU04973.1	K11547
CTE|ELU04975.1	K20049
CTE|ELU04984.1	K04348
CTE|ELU04988.1	K12475
CTE|ELU04989.1	K10314
CTE|ELU04990.1	K13218
CTE|ELU04991.1	K01764
CTE|ELU04995.1	K07976
CTE|ELU04999.1	K22139
CTE|ELU05001.1	K12623
CTE|ELU05003.1	K04615
CTE|ELU05004.1	K04615
CTE|ELU05024.1	K10397
CTE|ELU05026.1	K09311
CTE|ELU05030.1	K13861
CTE|ELU05033.1	K04144
CTE|ELU05036.1	K19673
CTE|ELU05043.1	K02071
CTE|ELU05048.1	K05030
CTE|ELU05050.1	K12542
CTE|ELU05052.1	K12818
CTE|ELU05053.1	K12818
CTE|ELU05054.1	K12818
CTE|ELU05056.1	K03188
CTE|ELU05060.1	K00616
CTE|ELU05061.1	K12868
CTE|ELU05062.1	K19949
CTE|ELU05063.1	K19949
CTE|ELU05066.1	K21424
CTE|ELU05067.1	K21424
CTE|ELU05068.1	K00079
CTE|ELU05070.1	K06271
CTE|ELU05071.1	K03506
CTE|ELU05072.1	K04715
CTE|ELU05073.1	K05052
CTE|ELU05074.1	K00591
CTE|ELU05075.1	K12235
CTE|ELU05077.1	K06776
CTE|ELU05079.1	K19362
CTE|ELU05084.1	K10716
CTE|ELU05085.1	K16855
CTE|ELU05093.1	K19636
CTE|ELU05099.1	K13348
CTE|ELU05103.1	K15287
CTE|ELU05104.1	K09606
CTE|ELU05110.1	K06233
CTE|ELU05115.1	K01593
CTE|ELU05117.1	K21413
CTE|ELU05119.1	K08031
CTE|ELU05120.1	K00700
CTE|ELU05121.1	K12484
CTE|ELU05123.1	K10321
CTE|ELU05124.1	K08790
CTE|ELU05125.1	K07524
CTE|ELU05127.1	K09228
CTE|ELU05128.1	K12734
CTE|ELU05130.1	K09451
CTE|ELU05131.1	K15381
CTE|ELU05132.1	K03135
CTE|ELU05133.1	K12859
CTE|ELU05134.1	K17102
CTE|ELU05135.1	K10249
CTE|ELU05136.1	K11725
CTE|ELU05137.1	K06071
CTE|ELU05140.1	K03320
CTE|ELU05148.1	K07893
CTE|ELU05149.1	K09374
CTE|ELU05151.1	K17592
CTE|ELU05154.1	K15259
CTE|ELU05157.1	K13706
CTE|ELU05160.1	K15447
CTE|ELU05161.1	K20284
CTE|ELU05162.1	K09142
CTE|ELU05163.1	K02739
CTE|ELU05169.1	K10480
CTE|ELU05172.1	K12398
CTE|ELU05174.1	K08106
CTE|ELU05176.1	K05038
CTE|ELU05177.1	K05635
CTE|ELU05178.1	K05636
CTE|ELU05180.1	K01181
CTE|ELU05188.1	K07190
CTE|ELU05189.1	K10470
CTE|ELU05194.1	K14846
CTE|ELU05199.1	K13216
CTE|ELU05204.1	K20402
CTE|ELU05205.1	K15528
CTE|ELU05207.1	K17495
CTE|ELU05209.1	K07198
CTE|ELU05214.1	K19876
CTE|ELU05216.1	K10223
CTE|ELU05217.1	K20042
CTE|ELU05219.1	K20310
CTE|ELU05220.1	K00873
CTE|ELU05226.1	K00274
CTE|ELU05231.1	K00753
CTE|ELU05232.1	K19054
CTE|ELU05237.1	K15108
CTE|ELU05238.1	K05694
CTE|ELU05239.1	K18170
CTE|ELU05242.1	K13349
CTE|ELU05246.1	K15687
CTE|ELU05253.1	K17086
CTE|ELU05254.1	K02969
CTE|ELU05261.1	K07512
CTE|ELU05262.1	K17346
CTE|ELU05263.1	K10771
CTE|ELU05265.1	K22384
CTE|ELU05272.1	K02186
CTE|ELU05274.1	K04398
CTE|ELU05280.1	K11863
CTE|ELU05282.1	K04153
CTE|ELU05283.1	K11275
CTE|ELU05284.1	K11252
CTE|ELU05285.1	K11251
CTE|ELU05287.1	K00753
CTE|ELU05288.1	K08042
CTE|ELU05289.1	K08042
CTE|ELU05290.1	K04348
CTE|ELU05295.1	K06629
CTE|ELU05296.1	K11886
CTE|ELU05297.1	K04994
CTE|ELU05299.1	K01772
CTE|ELU05301.1	K11791
CTE|ELU05302.1	K15759
CTE|ELU05304.1	K10688
CTE|ELU05305.1	K19636
CTE|ELU05307.1	K10408
CTE|ELU05309.1	K11343
CTE|ELU05310.1	K18334
CTE|ELU05311.1	K04345
CTE|ELU05314.1	K11416
CTE|ELU05318.1	K00069
CTE|ELU05321.1	K02939
CTE|ELU05322.1	K02156
CTE|ELU05326.1	K01025
CTE|ELU05329.1	K17341
CTE|ELU05330.1	K02183
CTE|ELU05331.1	K02183
CTE|ELU05334.1	K03351
CTE|ELU05336.1	K03351
CTE|ELU05337.1	K20640
CTE|ELU05339.1	K01899
CTE|ELU05341.1	K11127
CTE|ELU05342.1	K13280
CTE|ELU05343.1	K09228
CTE|ELU05344.1	K10632
CTE|ELU05345.1	K06254
CTE|ELU05346.1	K10895
CTE|ELU05348.1	K00106
CTE|ELU05350.1	K16315
CTE|ELU05351.1	K09565
CTE|ELU05352.1	K20131
CTE|ELU05353.1	K22538
CTE|ELU05357.1	K15164
CTE|ELU05359.1	K17341
CTE|ELU05360.1	K05726
CTE|ELU05363.1	K08470
CTE|ELU05366.1	K18168
CTE|ELU05367.1	K13896
CTE|ELU05371.1	K08745
CTE|ELU05373.1	K00799
CTE|ELU05375.1	K22644
CTE|ELU05377.1	K22644
CTE|ELU05378.1	K00799
CTE|ELU05380.1	K22282
CTE|ELU05381.1	K04233
CTE|ELU05385.1	K19527
CTE|ELU05387.1	K10863
CTE|ELU05392.1	K07964
CTE|ELU05398.1	K09668
CTE|ELU05401.1	K00078
CTE|ELU05405.1	K09672
CTE|ELU05408.1	K11713
CTE|ELU05410.1	K16582
CTE|ELU05412.1	K17268
CTE|ELU05413.1	K17268
CTE|ELU05417.1	K00544
CTE|ELU05418.1	K00315
CTE|ELU05419.1	K00128
CTE|ELU05420.1	K13297
CTE|ELU05422.1	K03902
CTE|ELU05425.1	K01441
CTE|ELU05435.1	K17723
CTE|ELU05439.1	K12900
CTE|ELU05442.1	K16060
CTE|ELU05444.1	K00943
CTE|ELU05454.1	K08106
CTE|ELU05456.1	K02183
CTE|ELU05458.1	K12323
CTE|ELU05459.1	K12323
CTE|ELU05460.1	K01081
CTE|ELU05462.1	K13356
CTE|ELU05465.1	K14391
CTE|ELU05469.1	K12819
CTE|ELU05470.1	K13135
CTE|ELU05475.1	K14301
CTE|ELU05477.1	K14960
CTE|ELU05478.1	K14035
CTE|ELU05479.1	K08819
CTE|ELU05484.1	K20776
CTE|ELU05491.1	K01183
CTE|ELU05493.1	K19684
CTE|ELU05495.1	K08266
CTE|ELU05496.1	K03842
CTE|ELU05497.1	K12178
CTE|ELU05498.1	K21776
CTE|ELU05504.1	K07422
CTE|ELU05507.1	K20399
CTE|ELU05508.1	K21249
CTE|ELU05510.1	K18273
