Sequence ID	Panther ID
OG0002115_HSAP_Homo_sapiens_HSA_NP_001017423.1	PTHR11063
OG0002115_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_038338-T1	PTHR11063
OG0002146_DMEL_Drosophila_melanogaster_DME_NP_001259132.1	PTHR21502
OG0002146_HSAP_Homo_sapiens_HSA_NP_001306172.1	PTHR21502
OG0002146_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_027776-T1	PTHR21502
OG0002172_DMEL_Drosophila_melanogaster_DME_NP_001262910.1	PTHR23355
OG0002172_HSAP_Homo_sapiens_HSA_NP_001121698.1	PTHR23355
OG0002172_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_033284-T1	PTHR23355
OG0002201_HSAP_Homo_sapiens_HSA_NP_000234.1	PTHR24103
OG0002251_DMEL_Drosophila_melanogaster_DME_NP_001259685.1	PTHR11476
OG0002251_HSAP_Homo_sapiens_HSA_NP_001244969.1	PTHR11476
OG0002251_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_015442-T1	PTHR11476
OG0002253_DMEL_Drosophila_melanogaster_DME_NP_001260118.1	PTHR12879
OG0002253_HSAP_Homo_sapiens_HSA_NP_001308470.1	PTHR12879
OG0002253_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_017152-T1	PTHR12879
OG0002271_DMEL_Drosophila_melanogaster_DME_NP_652724.1	PTHR22855
OG0002271_HSAP_Homo_sapiens_HSA_NP_071415.1	PTHR22855
OG0002271_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_032193-T1	PTHR22855
OG0002283_HSAP_Homo_sapiens_HSA_NP_001253970.1	PTHR15651
OG0002283_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_014842-T1	PTHR15651
OG0002289_DMEL_Drosophila_melanogaster_DME_NP_001096860.2	PTHR22903
OG0002289_HSAP_Homo_sapiens_HSA_NP_065766.1	PTHR22903
OG0002289_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_021866-T1	PTHR22903
OG0002290_DMEL_Drosophila_melanogaster_DME_NP_001034075.1	PTHR11931
OG0002290_HSAP_Homo_sapiens_HSA_NP_000281.2	PTHR11931
OG0002290_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_026882-T1	PTHR11931
OG0002311_DMEL_Drosophila_melanogaster_DME_NP_536738.3	PTHR45668
OG0002311_HSAP_Homo_sapiens_HSA_NP_006230.2	PTHR45668
OG0002311_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_038302-T1	PTHR45668
OG0002370_DMEL_Drosophila_melanogaster_DME_NP_001096913.1	PTHR23092
OG0002370_HSAP_Homo_sapiens_HSA_NP_001035374.2	PTHR23092
OG0002370_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_039725-T1	PTHR23092
OG0002387_DMEL_Drosophila_melanogaster_DME_NP_001189114.1	PTHR20854
OG0002387_HSAP_Homo_sapiens_HSA_NP_001138350.1	PTHR20854
OG0002387_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_010674-T1	PTHR20854
OG0002390_DMEL_Drosophila_melanogaster_DME_NP_524120.1	PTHR23306
OG0002390_HSAP_Homo_sapiens_HSA_NP_001248314.1	PTHR23306
OG0002390_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_019468-T1	PTHR23306
OG0002391_HSAP_Homo_sapiens_HSA_NP_001193886.1	PTHR22738
OG0002391_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_002137-T1	PTHR22738
OG0002393_DMEL_Drosophila_melanogaster_DME_NP_001246528.1	PTHR13793
OG0002393_HSAP_Homo_sapiens_HSA_NP_001070913.1	PTHR13793
OG0002393_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_034444-T1	PTHR13793
OG0002394_DMEL_Drosophila_melanogaster_DME_NP_001261567.1	PTHR24068
OG0002394_HSAP_Homo_sapiens_HSA_NP_003960.1	PTHR24068
OG0002394_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_019586-T1	PTHR24068
OG0002395_DMEL_Drosophila_melanogaster_DME_NP_650432.1	PTHR22957
OG0002395_HSAP_Homo_sapiens_HSA_NP_001288778.1	PTHR14167
OG0002395_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_036046-T1	PTHR22957
OG0002460_DMEL_Drosophila_melanogaster_DME_NP_001285754.1	PTHR44394
OG0002460_HSAP_Homo_sapiens_HSA_NP_001273597.1	PTHR44394
OG0002460_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_017344-T1	PTHR44394
OG0002468_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_000169-T1	PTHR35420
OG0002470_HSAP_Homo_sapiens_HSA_NP_116171.3	PTHR15498
OG0002474_DMEL_Drosophila_melanogaster_DME_NP_001261603.1	PTHR13466
OG0002474_HSAP_Homo_sapiens_HSA_NP_001275661.1	PTHR13466
OG0002474_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_018658-T1	PTHR13466
OG0002506_DMEL_Drosophila_melanogaster_DME_NP_001137613.1	PTHR46152
OG0002506_HSAP_Homo_sapiens_HSA_NP_001001349.1	PTHR46152
OG0002506_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_002623-T1	PTHR46152
OG0002523_HSAP_Homo_sapiens_HSA_NP_001001552.3	PTHR12019
OG0002523_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_005714-T1	PTHR12019
OG0002536_DMEL_Drosophila_melanogaster_DME_NP_788494.1	PTHR22960
OG0002536_HSAP_Homo_sapiens_HSA_NP_001068566.1	PTHR22960
OG0002536_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_021841-T1	PTHR22960
OG0002541_DMEL_Drosophila_melanogaster_DME_NP_001188892.1	PTHR10794
OG0002541_HSAP_Homo_sapiens_HSA_NP_001295185.1	PTHR10794
OG0002541_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_036640-T1	PTHR10794
OG0002605_DMEL_Drosophila_melanogaster_DME_NP_001285827.1	PTHR10350
OG0002605_HSAP_Homo_sapiens_HSA_NP_001265241.1	PTHR10350
OG0002605_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_008725-T1	PTHR10350
OG0002628_HSAP_Homo_sapiens_HSA_NP_006776.1	PTHR22576
OG0002628_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_012720-T1	PTHR22576
OG0002630_DMEL_Drosophila_melanogaster_DME_NP_001263057.1	PTHR10943
OG0002630_HSAP_Homo_sapiens_HSA_NP_001177966.1	PTHR10943
OG0002630_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_011947-T1	PTHR10943
OG0002690_DMEL_Drosophila_melanogaster_DME_NP_001036600.1	PTHR19370
OG0002690_HSAP_Homo_sapiens_HSA_NP_000389.1	PTHR19370
OG0002690_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_010351-T1	PTHR19370
OG0002725_HSAP_Homo_sapiens_HSA_NP_001004343.1	PTHR10969
OG0002725_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_006689-T1	PTHR10969
OG0002728_DMEL_Drosophila_melanogaster_DME_NP_650941.3	PTHR22957
OG0002728_HSAP_Homo_sapiens_HSA_NP_001271232.1	PTHR22957
OG0002728_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_008567-T1	PTHR22957
OG0002744_DMEL_Drosophila_melanogaster_DME_NP_001259946.1	PTHR11566
OG0002744_HSAP_Homo_sapiens_HSA_NP_001265392.1	PTHR11566
OG0002744_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_000406-T1	PTHR11566
OG0002745_DMEL_Drosophila_melanogaster_DME_NP_001285636.1	PTHR23329
OG0002745_HSAP_Homo_sapiens_HSA_NP_001008697.1	PTHR23329
OG0002745_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_032365-T1	PTHR23329
OG0002813_DMEL_Drosophila_melanogaster_DME_NP_572181.4	PTHR11516
OG0002813_HSAP_Homo_sapiens_HSA_NP_000275.1	PTHR11516
OG0002813_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_033352-T1	PTHR11516
OG0002821_DMEL_Drosophila_melanogaster_DME_NP_610908.1	PTHR10838
OG0002821_HSAP_Homo_sapiens_HSA_NP_001307452.1	PTHR10838
OG0002821_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_015483-T1	PTHR10838
OG0002826_DMEL_Drosophila_melanogaster_DME_NP_001163621.1	PTHR22443
OG0002826_HSAP_Homo_sapiens_HSA_NP_001180394.1	PTHR22443
OG0002826_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_012252-T1	PTHR22443
OG0002839_DMEL_Drosophila_melanogaster_DME_NP_001246608.1	PTHR21222
OG0002839_HSAP_Homo_sapiens_HSA_NP_001307346.1	PTHR21222
OG0002839_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_013172-T1	PTHR21222
OG0002853_DMEL_Drosophila_melanogaster_DME_NP_001263054.1	PTHR21669
OG0002853_HSAP_Homo_sapiens_HSA_NP_001072982.1	PTHR21669
OG0002853_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_008422-T1	PTHR21669
OG0002863_HSAP_Homo_sapiens_HSA_NP_001264301.2	PTHR21937
OG0002863_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_039081-T1	PTHR21937
OG0002875_DMEL_Drosophila_melanogaster_DME_NP_001163324.1	PTHR15574
OG0002875_HSAP_Homo_sapiens_HSA_NP_001017930.1	PTHR15574
OG0002875_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_000587-T1	PTHR15574
OG0002927_DMEL_Drosophila_melanogaster_DME_NP_001259129.1	PTHR12271
OG0002927_HSAP_Homo_sapiens_HSA_NP_060579.3	PTHR12271
OG0002932_HSAP_Homo_sapiens_HSA_NP_001094093.1	PTHR14309
OG0002932_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_036021-T2	PTHR14309
OG0002967_DMEL_Drosophila_melanogaster_DME_NP_001137738.2	PTHR21178
OG0002967_HSAP_Homo_sapiens_HSA_NP_001161288.1	PTHR21178
OG0002967_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_022848-T1	PTHR21178
OG0002968_HSAP_Homo_sapiens_HSA_NP_001290053.1	PTHR12675
OG0002968_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_008053-T1	PTHR12675
OG0002979_DMEL_Drosophila_melanogaster_DME_NP_001303425.1	PTHR45994
OG0002979_HSAP_Homo_sapiens_HSA_NP_001028748.1	PTHR45994
OG0002979_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_030233-T1	PTHR45994
OG0002991_HSAP_Homo_sapiens_HSA_NP_001035847.1	PTHR10648
OG0002991_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_039726-T1	PTHR10648
OG0003027_HSAP_Homo_sapiens_HSA_NP_001138809.1	PTHR13844
OG0003027_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_018873-T1	PTHR13844
OG0003086_DMEL_Drosophila_melanogaster_DME_NP_648320.1	PTHR46064
OG0003086_HSAP_Homo_sapiens_HSA_NP_001243764.1	PTHR46064
OG0003086_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_011795-T1	PTHR46064
OG0003090_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_015373-T1	PTHR46583
OG0003134_DMEL_Drosophila_melanogaster_DME_NP_611051.2	PTHR22572
OG0003134_HSAP_Homo_sapiens_HSA_NP_037467.2	PTHR22572
OG0003134_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_022555-T1	PTHR22572
OG0003162_DMEL_Drosophila_melanogaster_DME_NP_001286545.1	PTHR13937
OG0003162_HSAP_Homo_sapiens_HSA_NP_001032897.1	PTHR13937
OG0003162_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_027798-T1	PTHR13937
OG0003165_HSAP_Homo_sapiens_HSA_NP_877429.2	PTHR31108
OG0003165_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_014671-T1	PTHR31108
OG0003167_DMEL_Drosophila_melanogaster_DME_NP_001036335.3	PTHR22774
OG0003167_HSAP_Homo_sapiens_HSA_NP_001006948.1	PTHR22774
OG0003167_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_006142-T1	PTHR22774
OG0003208_HSAP_Homo_sapiens_HSA_NP_009054.5	PTHR10574
OG0003209_DMEL_Drosophila_melanogaster_DME_NP_608531.1	PTHR10057
OG0003209_HSAP_Homo_sapiens_HSA_NP_000705.2	PTHR10057
OG0003224_DMEL_Drosophila_melanogaster_DME_NP_001036355.1	PTHR46098
OG0003224_HSAP_Homo_sapiens_HSA_NP_001307935.1	PTHR46098
OG0003224_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_006571-T1	PTHR46098
OG0003226_DMEL_Drosophila_melanogaster_DME_NP_524462.2	PTHR10670
OG0003226_HSAP_Homo_sapiens_HSA_NP_006222.2	PTHR10670
OG0003226_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_011787-T1	PTHR10670
OG0003232_DMEL_Drosophila_melanogaster_DME_NP_001260307.1	PTHR24055
OG0003232_HSAP_Homo_sapiens_HSA_NP_001229314.1	PTHR24055
OG0003232_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_037310-T1	PTHR24055
OG0003241_DMEL_Drosophila_melanogaster_DME_NP_001033931.1	PTHR22603
OG0003241_HSAP_Homo_sapiens_HSA_NP_001268.2	PTHR22603
OG0003241_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_016856-T1	PTHR22603
OG0003242_HSAP_Homo_sapiens_HSA_NP_001182225.1	PTHR22089
OG0003242_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_029848-T1	PTHR22089
OG0003318_DMEL_Drosophila_melanogaster_DME_NP_001286846.1	PTHR23081
OG0003318_HSAP_Homo_sapiens_HSA_NP_001189433.1	PTHR23081
OG0003318_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_026666-T1	PTHR23081
OG0003343_DMEL_Drosophila_melanogaster_DME_NP_647785.3	PTHR14374
OG0003343_HSAP_Homo_sapiens_HSA_NP_068761.4	PTHR14374
OG0003343_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_038146-T1	PTHR14374
OG0003423_DMEL_Drosophila_melanogaster_DME_NP_609544.2	PTHR12472
OG0003423_HSAP_Homo_sapiens_HSA_NP_036546.2	PTHR12472
OG0003423_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_004408-T1	PTHR12472
OG0003436_HSAP_Homo_sapiens_HSA_NP_001231605.1	PTHR42690
OG0003436_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_026013-T1	PTHR42690
OG0003472_DMEL_Drosophila_melanogaster_DME_NP_573166.1	PTHR24073
OG0003472_HSAP_Homo_sapiens_HSA_NP_776186.2	PTHR24073
OG0003472_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_030558-T1	PTHR24073
OG0003498_DMEL_Drosophila_melanogaster_DME_NP_001246474.1	PTHR46901
OG0003498_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_016529-T1	PTHR46901
OG0003505_HSAP_Homo_sapiens_HSA_NP_001035812.1	PTHR14758
OG0003505_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_003331-T1	PTHR14758
OG0003602_HSAP_Homo_sapiens_HSA_NP_001002261.1	PTHR14543
OG0003602_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_004389-T1	PTHR14543
OG0003646_DMEL_Drosophila_melanogaster_DME_NP_001260329.1	PTHR10256
OG0003646_HSAP_Homo_sapiens_HSA_NP_001182531.1	PTHR10256
OG0003646_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_040046-T1	PTHR10256
OG0003656_DMEL_Drosophila_melanogaster_DME_NP_001138024.2	PTHR21716
OG0003656_HSAP_Homo_sapiens_HSA_NP_114401.2	PTHR21716
OG0003656_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_037217-T1	PTHR21716
OG0003665_HSAP_Homo_sapiens_HSA_NP_001334931.1	PTHR37476
OG0003665_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_030904-T1	PTHR37476
OG0003717_DMEL_Drosophila_melanogaster_DME_NP_001163705.1	PTHR13016
OG0003717_HSAP_Homo_sapiens_HSA_NP_001020751.1	PTHR13016
OG0003717_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_039741-T1	PTHR13016
OG0003750_HSAP_Homo_sapiens_HSA_NP_001336056.1	PTHR28601
OG0003750_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_035840-T1	PTHR28601
OG0003813_DMEL_Drosophila_melanogaster_DME_NP_001287044.1	PTHR46315
OG0003813_HSAP_Homo_sapiens_HSA_NP_001245352.1	PTHR46315
OG0003813_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_031083-T1	PTHR46315
OG0003850_DMEL_Drosophila_melanogaster_DME_NP_001285124.1	PTHR13085
OG0003850_HSAP_Homo_sapiens_HSA_NP_055567.2	PTHR13085
OG0003850_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_004160-T1	PTHR13085
OG0003853_DMEL_Drosophila_melanogaster_DME_NP_476596.1	PTHR10709
OG0003853_HSAP_Homo_sapiens_HSA_NP_001177925.1	PTHR10709
OG0003853_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_026073-T1	PTHR10709
OG0003918_DMEL_Drosophila_melanogaster_DME_NP_001162738.1	PTHR11758
OG0003918_HSAP_Homo_sapiens_HSA_NP_001010.2	PTHR11758
OG0003918_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_034819-T1	PTHR11758
OG0003950_HSAP_Homo_sapiens_HSA_NP_055782.3	PTHR15749
OG0003950_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_026561-T1	PTHR15749
OG0003958_DMEL_Drosophila_melanogaster_DME_NP_647830.1	PTHR16055
OG0003958_HSAP_Homo_sapiens_HSA_NP_001340434.1	PTHR16055
OG0003958_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_038660-T1	PTHR16055
OG0004009_HSAP_Homo_sapiens_HSA_NP_060698.2	PTHR16081
OG0004048_HSAP_Homo_sapiens_HSA_NP_775825.1	PTHR28457
OG0004048_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_031385-T1	PTHR28457
OG0004060_DMEL_Drosophila_melanogaster_DME_NP_001034012.2	PTHR16231
OG0004060_HSAP_Homo_sapiens_HSA_NP_001271306.1	PTHR16231
OG0004060_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_016925-T1	PTHR16231
OG0004069_HSAP_Homo_sapiens_HSA_NP_001180196.1	PTHR42984
OG0004069_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_002400-T1	PTHR42984
OG0004075_DMEL_Drosophila_melanogaster_DME_NP_001262664.1	PTHR45752
OG0004075_HSAP_Homo_sapiens_HSA_NP_001255968.1	PTHR45752
OG0004075_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_018073-T1	PTHR45752
OG0004116_DMEL_Drosophila_melanogaster_DME_NP_610399.1	PTHR11214
OG0004116_HSAP_Homo_sapiens_HSA_NP_542172.2	PTHR11214
OG0004116_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_020343-T1	PTHR11214
OG0004158_DMEL_Drosophila_melanogaster_DME_NP_001014533.1	PTHR14519
OG0004158_HSAP_Homo_sapiens_HSA_NP_001271271.1	PTHR14519
OG0004158_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_002418-T1	PTHR14519
OG0004193_HSAP_Homo_sapiens_HSA_NP_001165886.1	PTHR12329
OG0004193_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_020294-T1	PTHR12329
OG0004219_DMEL_Drosophila_melanogaster_DME_NP_648138.1	PTHR12442
OG0004219_HSAP_Homo_sapiens_HSA_NP_001275492.1	PTHR12442
OG0004219_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_028984-T1	PTHR12442
OG0004224_DMEL_Drosophila_melanogaster_DME_NP_001260796.1	PTHR12937
OG0004224_HSAP_Homo_sapiens_HSA_NP_057292.1	PTHR12937
OG0004224_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_033636-T1	PTHR12937
OG0004225_DMEL_Drosophila_melanogaster_DME_NP_611531.2	PTHR13627
OG0004225_HSAP_Homo_sapiens_HSA_NP_001034974.1	PTHR13627
OG0004225_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_011623-T1	PTHR13627
OG0004294_DMEL_Drosophila_melanogaster_DME_NP_610504.4	PTHR10188
OG0004294_HSAP_Homo_sapiens_HSA_NP_000018.2	PTHR10188
OG0004294_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_013653-T1	PTHR10188
OG0004296_DMEL_Drosophila_melanogaster_DME_NP_001033816.1	PTHR10984
OG0004296_HSAP_Homo_sapiens_HSA_NP_057654.2	PTHR10984
OG0004296_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_001492-T1	PTHR10984
OG0004386_DMEL_Drosophila_melanogaster_DME_NP_611968.1	PTHR21004
OG0004386_HSAP_Homo_sapiens_HSA_NP_001035363.1	PTHR21004
OG0004386_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_020593-T1	PTHR21004
OG0004419_DMEL_Drosophila_melanogaster_DME_NP_001285492.1	PTHR12963
OG0004419_HSAP_Homo_sapiens_HSA_NP_001308853.1	PTHR12963
OG0004419_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_030879-T1	PTHR12963
OG0004464_DMEL_Drosophila_melanogaster_DME_NP_001284950.1	PTHR11909
OG0004464_HSAP_Homo_sapiens_HSA_NP_001127891.1	PTHR11909
OG0004464_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_009217-T1	PTHR11909
OG0004489_DMEL_Drosophila_melanogaster_DME_NP_001260689.1	PTHR20981
OG0004489_HSAP_Homo_sapiens_HSA_NP_000973.2	PTHR20981
OG0004489_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_028675-T1	PTHR20981
OG0004509_DMEL_Drosophila_melanogaster_DME_NP_001247110.1	PTHR11205
OG0004509_HSAP_Homo_sapiens_HSA_NP_001000.2	PTHR11205
OG0004509_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_001517-T1	PTHR11205
OG0004523_DMEL_Drosophila_melanogaster_DME_NP_001162894.1	PTHR12703
OG0004523_HSAP_Homo_sapiens_HSA_NP_060596.2	PTHR12703
OG0004523_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_039552-T1	PTHR12703
OG0004536_DMEL_Drosophila_melanogaster_DME_NP_569850.1	PTHR10584
OG0004536_HSAP_Homo_sapiens_HSA_NP_001274509.1	PTHR10584
OG0004536_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_023299-T1	PTHR10584
OG0004647_DMEL_Drosophila_melanogaster_DME_NP_476699.1	PTHR24070
OG0004647_HSAP_Homo_sapiens_HSA_NP_001123914.1	PTHR24070
OG0004647_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_002247-T1	PTHR24070
OG0004650_DMEL_Drosophila_melanogaster_DME_NP_001246828.1	PTHR11504
OG0004650_HSAP_Homo_sapiens_HSA_NP_004364.2	PTHR11504
OG0004650_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_031214-T1	PTHR11504
OG0004654_DMEL_Drosophila_melanogaster_DME_NP_572758.1	PTHR11242
OG0004654_HSAP_Homo_sapiens_HSA_NP_001028226.1	PTHR11242
OG0004654_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_020292-T1	PTHR11242
OG0004655_DMEL_Drosophila_melanogaster_DME_NP_001286326.1	PTHR13315
OG0004655_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_012478-T1	PTHR13315
OG0004677_DMEL_Drosophila_melanogaster_DME_NP_001036342.1	PTHR12693
OG0004677_HSAP_Homo_sapiens_HSA_NP_000235.2	PTHR12693
OG0004677_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_039293-T1	PTHR12693
OG0004683_DMEL_Drosophila_melanogaster_DME_NP_730600.1	PTHR11685
OG0004683_HSAP_Homo_sapiens_HSA_NP_004553.2	PTHR11685
OG0004699_HSAP_Homo_sapiens_HSA_NP_001138525.1	PTHR46788
OG0004699_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_006507-T1	PTHR46788
OG0004707_DMEL_Drosophila_melanogaster_DME_NP_609320.2	PTHR10799
OG0004707_HSAP_Homo_sapiens_HSA_NP_001121901.1	PTHR10799
OG0004707_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_033351-T1	PTHR10799
OG0004817_DMEL_Drosophila_melanogaster_DME_NP_649835.1	PTHR11353
OG0004817_HSAP_Homo_sapiens_HSA_NP_001009570.1	PTHR11353
OG0004817_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_008739-T1	PTHR11353
OG0004825_HSAP_Homo_sapiens_HSA_NP_001271235.1	PTHR14435
OG0004825_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_020807-T1	PTHR14435
OG0004839_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_012361-T1	PTHR11782
OG0004861_DMEL_Drosophila_melanogaster_DME_NP_523817.1	PTHR10335
OG0004861_HSAP_Homo_sapiens_HSA_NP_001342203.1	PTHR10335
OG0004861_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_014272-T1	PTHR10335
OG0004870_DMEL_Drosophila_melanogaster_DME_NP_001262637.1	PTHR43314
OG0004870_HSAP_Homo_sapiens_HSA_NP_002445.2	PTHR19384
OG0004870_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_028494-T1	PTHR19384
OG0004872_DMEL_Drosophila_melanogaster_DME_NP_573174.1	PTHR12991
OG0004872_HSAP_Homo_sapiens_HSA_NP_006536.3	PTHR12991
OG0004872_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_007018-T1	PTHR12991
OG0004926_DMEL_Drosophila_melanogaster_DME_NP_001097605.1	PTHR16047
OG0004926_HSAP_Homo_sapiens_HSA_NP_001171938.1	PTHR23041
OG0004926_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_008757-T1	PTHR23041
OG0004947_DMEL_Drosophila_melanogaster_DME_NP_001259711.1	PTHR20873
OG0004947_HSAP_Homo_sapiens_HSA_NP_699167.2	PTHR20873
OG0004947_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_028705-T1	PTHR20873
OG0004953_DMEL_Drosophila_melanogaster_DME_NP_001260978.1	PTHR11202
OG0004953_HSAP_Homo_sapiens_HSA_NP_001035987.1	PTHR11202
OG0004953_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_006098-T1	PTHR11202
OG0004994_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_028454-T1	PTHR23064
OG0004997_DMEL_Drosophila_melanogaster_DME_NP_523463.2	PTHR43503
OG0004997_HSAP_Homo_sapiens_HSA_NP_004896.1	PTHR43503
OG0004997_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_020928-T1	PTHR43503
OG0005009_DMEL_Drosophila_melanogaster_DME_NP_649517.1	PTHR12286
OG0005009_HSAP_Homo_sapiens_HSA_NP_057086.2	PTHR12286
OG0005009_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_026339-T1	PTHR12286
OG0005015_DMEL_Drosophila_melanogaster_DME_NP_524690.1	PTHR15346
OG0005015_HSAP_Homo_sapiens_HSA_NP_001248341.1	PTHR15346
OG0005015_LLUY_Lamellibrachia_luymsi_proteins_LLU_FUN_021078-T1	PTHR15346
